reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2022/09/16,All SF Hospitals,Med/Surg,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/24,All SF Hospitals,Med/Surg,COVID+,44,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/29,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/30,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/19,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/05,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/27,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/21,All SF Hospitals,Med/Surg,PUI,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/07,All SF Hospitals,ICU,COVID+,25,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/29,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/01,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/01,All SF Hospitals,Med/Surg,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/13,All SF Hospitals,Med/Surg,COVID+,71,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/06,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/27,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/29,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/12,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/31,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/28,All SF Hospitals,ICU,COVID+,24,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/23,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/22,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/20,All SF Hospitals,Med/Surg,PUI,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/01,All SF Hospitals,ICU,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/26,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/04,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/04,All SF Hospitals,Med/Surg,COVID+,52,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/04,All SF Hospitals,Med/Surg,COVID+,37,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/13,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/30,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/26,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/03,All SF Hospitals,Med/Surg,COVID+,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/10,All SF Hospitals,Med/Surg,PUI,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/19,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/15,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/19,All SF Hospitals,Med/Surg,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/30,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/01,All SF Hospitals,ICU,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/11,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/09,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/22,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/14,All SF Hospitals,Med/Surg,COVID+,59,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/31,All SF Hospitals,Med/Surg,COVID+,79,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/26,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/16,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/09,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/23,All SF Hospitals,Med/Surg,PUI,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/02,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/07,All SF Hospitals,Med/Surg,COVID+,87,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/08,All SF Hospitals,Med/Surg,PUI,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/28,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/27,All SF Hospitals,Med/Surg,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/26,All SF Hospitals,Med/Surg,COVID+,68,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/13,All SF Hospitals,Med/Surg,COVID+,30,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/15,All SF Hospitals,Med/Surg,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/04,All SF Hospitals,Med/Surg,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/20,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/16,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/18,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/15,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/21,All SF Hospitals,ICU,COVID+,25,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/14,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/30,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/17,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/26,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/02,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/18,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/01,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/29,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/30,All SF Hospitals,Med/Surg,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/18,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/16,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/15,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/06,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/18,All SF Hospitals,Med/Surg,COVID+,98,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/11,All SF Hospitals,Med/Surg,PUI,28,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/12,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/09,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/07,All SF Hospitals,Med/Surg,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/17,All SF Hospitals,Med/Surg,COVID+,37,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/05,All SF Hospitals,Med/Surg,PUI,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/03,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/18,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/25,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/23,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/20,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/13,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/23,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/09,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/24,All SF Hospitals,Med/Surg,PUI,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/09,All SF Hospitals,ICU,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/09,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/04,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/18,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/21,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/07,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/29,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/04,All SF Hospitals,Med/Surg,COVID+,77,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/16,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/04,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/14,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/01,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/10,All SF Hospitals,Med/Surg,PUI,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/23,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/09,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/19,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/01,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/05,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/12,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/29,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/07,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/22,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/25,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/24,All SF Hospitals,Med/Surg,COVID+,39,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/12,All SF Hospitals,Med/Surg,COVID+,101,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/30,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/26,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/10,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/07,All SF Hospitals,Med/Surg,PUI,44,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/17,All SF Hospitals,ICU,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/17,All SF Hospitals,Med/Surg,COVID+,73,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/13,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/25,All SF Hospitals,ICU,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/02,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/18,All SF Hospitals,ICU,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/23,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/11,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/18,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/04,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/21,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/08,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/14,All SF Hospitals,Med/Surg,COVID+,63,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/11,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/06,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/09,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/21,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/19,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/15,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/17,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/05,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/20,All SF Hospitals,ICU,COVID+,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/25,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/17,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/07,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/27,All SF Hospitals,Med/Surg,COVID+,75,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/18,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/10,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/08,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/07,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/27,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/27,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/27,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/17,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/07,All SF Hospitals,Med/Surg,COVID+,54,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/03,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/03/31,All SF Hospitals,Med/Surg,PUI,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/04,All SF Hospitals,ICU,COVID+,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/23,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/20,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/24,All SF Hospitals,Med/Surg,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/19,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/25,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/01,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/02,All SF Hospitals,Med/Surg,COVID+,60,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/25,All SF Hospitals,Med/Surg,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/30,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/10,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/29,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/05,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/07,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/06,All SF Hospitals,Med/Surg,COVID+,41,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/02,All SF Hospitals,Med/Surg,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/22,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/13,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/29,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/12,All SF Hospitals,Med/Surg,COVID+,124,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/24,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/13,All SF Hospitals,Med/Surg,COVID+,44,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/22,All SF Hospitals,Med/Surg,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/02,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/06,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/06,All SF Hospitals,Med/Surg,COVID+,48,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/22,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/01,All SF Hospitals,Med/Surg,COVID+,40,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/13,All SF Hospitals,Med/Surg,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/17,All SF Hospitals,Med/Surg,COVID+,109,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/22,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/03,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/18,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/14,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/11,All SF Hospitals,ICU,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/27,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/06,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/11,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/04,All SF Hospitals,Med/Surg,COVID+,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/25,All SF Hospitals,Med/Surg,COVID+,46,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/22,All SF Hospitals,Med/Surg,PUI,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/17,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/26,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/05,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/26,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/06,All SF Hospitals,Med/Surg,COVID+,74,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/06,All SF Hospitals,ICU,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/15,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/24,All SF Hospitals,Med/Surg,COVID+,80,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/12,All SF Hospitals,Med/Surg,COVID+,29,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/05,All SF Hospitals,Med/Surg,PUI,111,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/25,All SF Hospitals,ICU,COVID+,31,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/23,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/28,All SF Hospitals,Med/Surg,COVID+,42,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/24,All SF Hospitals,Med/Surg,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/24,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/10,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/24,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/26,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/22,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/16,All SF Hospitals,Med/Surg,COVID+,31,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/13,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/27,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/08,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/10,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/08,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/17,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/14,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/08,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/17,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/13,All SF Hospitals,ICU,COVID+,28,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/19,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/20,All SF Hospitals,Med/Surg,PUI,30,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/14,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/15,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/09,All SF Hospitals,ICU,COVID+,33,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
